,routing_processing_time_s,local_processing_time_s
2252,0.7672,1.3019
2253,4.2765,2.8606
2254,2.361,1.8475
2255,2.256,1.3788
2256,0.6152,1.2746
2257,3.181,0.4598
2258,0.8604,2.2986
2259,1.9249,2.405
2260,0.6199,3.5023
2261,4.1885,0.7751
2262,1.505,2.5145
2263,1.605,0.8262
2264,2.1692,0.7583
2265,3.9751,1.1607
2266,2.5223,0.7778
2267,1.4816,0.8366
2268,1.4676,2.765
2269,2.2335,1.1634
2270,1.1618,2.7353
2271,1.3987,2.1884
2272,0.6633,0.2472
2273,3.828,4.3188
2274,0.7777,1.8018
2275,0.7531,1.7994
2276,0.2564,3.9265
2277,4.5399,2.5597
2278,1.5367,1.86
2279,1.6448,0.8076
2280,0.2542,2.572
2281,3.0729,0.7804
2282,1.4044,0.7766
2283,2.9283,2.4216
2284,0.7999,1.9994
2285,2.7065,0.2649
2286,1.071,2.2732
2287,2.3988,1.163
2288,1.564,0.7916
2289,4.4713,0.7845
2290,1.6521,0.8116
2291,2.9196,1.9931
2292,1.6409,0.7983
2293,2.7678,2.2533
2294,1.4737,2.4743
2295,0.922,1.5096
2296,0.8326,3.7683
2297,4.3973,2.7783
2298,1.3451,2.0665
2299,2.6316,2.6697
2300,0.9722,3.6668
2301,4.3422,2.6245
2302,1.3638,2.5832
2303,2.44,0.8004
2304,0.4046,1.3567
2305,4.0825,0.739
2306,1.7993,1.7674
2307,2.0055,4.4176
2308,0.228,0.8253
2309,2.7899,3.3043
2310,1.274,2.1802
2311,1.4598,1.7557
2312,1.5072,3.429
2313,2.0997,2.1675
2314,0.8064,2.5574
2315,0.8106,3.3799
2316,0.2847,0.6754
2317,2.6,1.2373
2318,1.2128,1.9161
2319,1.8484,2.7535
2320,2.0383,1.9161
2321,2.8929,2.5611
2322,1.3392,2.7022
2323,1.2019,2.6147
2324,0.2684,1.8019
2325,3.463,2.6163
2326,0.909,2.8721
2327,0.8003,1.2205
2328,0.4872,2.0564
2329,4.6043,0.8191
2330,2.5891,3.2705
2331,1.7334,2.7743
2332,1.5341,1.8629
2333,2.845,3.3789
2334,1.4532,2.1113
2335,2.4608,1.59
2336,0.8703,0.2711
2337,4.3386,0.8078
2338,2.1645,2.6475
2339,1.7143,2.4008
2340,2.1848,0.8377
2341,3.2303,1.5202
2342,1.5974,0.2302
2343,0.8036,2.1936
2344,0.2284,1.2813
2345,2.4465,1.8731
2346,0.8885,3.6221
2347,1.7482,0.8229
2348,0.7076,3.0448
2349,3.3188,2.5575
2350,1.2029,2.5756
2351,1.3079,1.2756
2352,0.381,2.1542
2353,4.4867,0.2586
2354,1.841,1.022
2355,1.0368,0.2536
2356,0.7549,0.8409
2357,3.2027,2.0962
2358,0.9387,1.1817
2359,0.8502,2.6577
2360,0.2826,1.9889
2361,3.6709,2.7153
2362,1.3149,3.7152
2363,1.7731,1.4169
2364,1.6036,2.0659
2365,2.6649,3.456
2366,1.9511,3.0143
2367,0.8293,2.8666
2368,0.7168,3.453
2369,3.7492,0.8326
2370,1.7391,0.8259
2371,2.7561,1.0282
2372,0.4278,2.259
2373,3.275,2.0521
2374,2.8966,2.5958
2375,1.4895,3.4646
2376,1.7908,1.3295
2377,2.6953,0.7354
2378,1.9254,1.3769
2379,2.6646,2.462
2380,0.686,2.5845
2381,3.4947,3.4703
2382,1.3988,2.3773
2383,2.4846,1.9915
2384,2.2486,0.2601
2385,4.2371,1.3056
2386,1.3815,2.5663
2387,0.9374,1.9179
2388,0.2731,2.4159
2389,2.0381,2.6025
2390,1.381,2.2473
2391,1.2842,3.5031
2392,1.683,3.5578
2393,2.2542,2.0666
2394,1.5965,2.1273
2395,1.2694,3.8983
2396,0.8959,3.2887
2397,3.2992,2.358
2398,0.9561,1.6398
2399,0.8358,2.3171
2400,0.3913,2.7149
2401,4.2606,1.513
2402,2.5557,3.4132
2403,1.8425,1.3154
2404,1.5505,1.8537
2405,2.3936,2.6829
2406,1.3553,3.514
2407,2.0575,0.3075
2408,0.319,3.4783
2409,3.8249,0.8294
2410,2.5234,3.4995
2411,0.841,2.8015
2412,0.4764,2.767
2413,2.6517,2.863
2414,1.9084,2.2038
2415,1.9522,2.8243
2416,0.5654,2.0153
2417,3.3979,2.6173
2418,1.3397,2.9434
2419,0.8488,0.7976
2420,1.5489,1.2946
2421,3.7623,2.7426
2422,0.9556,0.5122
2423,0.8604,1.6388
2424,0.4468,0.8051
2425,2.922,3.7643
2426,1.27,2.0947
2427,1.7366,4.1489
2428,1.4613,2.0563
2429,3.252,2.7552
2430,1.3535,1.6771
2431,1.1647,3.4073
2432,2.1266,0.8591
2433,3.4529,2.2365
2434,1.3818,2.0207
2435,0.8702,2.8608
2436,0.449,0.9752
2437,4.1067,1.4866
2438,0.9027,2.8964
2439,0.8587,3.4272
2440,0.6961,1.5804
2441,2.0977,2.0282
2442,0.8904,2.3502
2443,0.8701,2.4978
2444,0.4425,0.7551
2445,4.3603,2.8775
2446,1.5045,3.4303
2447,0.8705,3.4949
2448,0.4483,2.9923
2449,3.0587,0.2971
2450,2.2431,2.6025
2451,2.1393,2.8989
2452,1.1721,0.8707
2453,2.5085,2.7833
2454,1.6662,2.9837
2455,1.265,2.1345
2456,1.576,1.9607
2457,2.9288,0.7612
2458,2.0212,0.7319
2459,1.2345,4.2542
2460,0.7444,1.1469
2461,4.5822,1.0982
2462,1.8566,0.8509
2463,1.744,0.9131
2464,1.0829,0.9019
2465,4.3904,2.5244
2466,2.9289,4.0013
2467,3.1897,0.2833
2468,0.7841,3.6279
2469,4.7878,0.276
2470,2.4855,0.8615
2471,3.0334,2.2878
2472,1.8261,0.8869
2473,3.6224,2.4485
2474,2.7429,0.83
2475,2.9882,2.0624
2476,2.0225,0.2858
2477,3.0123,0.3203
2478,1.1214,2.0764
2479,0.8822,2.8633
2480,0.5038,2.7732
2481,4.7096,0.9281
2482,1.8222,0.2653
2483,3.128,2.6965
2484,0.5025,0.8782
2485,3.4254,3.93
2486,1.8643,1.5077
2487,1.4209,1.5894
2488,0.3413,3.5689
2489,4.8835,0.8534
2490,1.7742,0.872
2491,1.7426,1.1992
2492,1.6258,0.855
2493,2.9771,3.1431
2494,1.8929,0.9012
2495,1.8504,1.7266
2496,1.6534,1.3981
2497,4.9329,0.9173
2498,2.5835,0.9224
2499,3.2285,3.6098
2500,0.5513,1.3774
2501,3.108,3.6422
2502,2.4188,2.6716
2503,1.7846,0.8933
2504,1.4627,2.1534
2505,3.6162,3.5921
2506,1.3635,2.9775
2507,2.5846,2.5969
2508,0.9269,1.4267
2509,3.2703,3.1131
2510,1.5965,3.6762
2511,3.6058,1.8966
2512,1.6795,1.9469
2513,3.2284,3.6296
2514,1.4177,2.1568
2515,2.0401,1.6291
2516,0.4767,1.541
2517,4.7154,4.7043
2518,1.4977,3.6516
2519,2.3166,2.0652
2520,0.5084,0.9001
2521,3.1968,2.8084
2522,1.3816,2.8613
2523,0.8933,3.8805
2524,0.9131,0.9142
2525,3.2092,3.4957
2526,1.8247,1.6247
2527,1.9818,3.0582
2528,1.0065,3.2399
2529,3.5913,2.1409
2530,1.5885,2.9579
2531,1.9081,1.5699
2532,1.8168,2.2072
2533,3.4895,1.5368
2534,1.3007,2.1246
2535,1.3127,1.7453
2536,0.4723,2.8739
2537,2.1318,3.821
2538,2.349,2.2829
2539,2.8982,0.9029
2540,0.8061,2.1549
2541,3.7234,2.7145
2542,1.436,3.9911
2543,1.5032,2.1207
2544,2.211,0.9662
2545,3.4107,2.9189
2546,1.732,1.794
2547,1.3791,4.0569
2548,2.3057,2.1395
2549,2.6075,3.1222
2550,1.5659,2.8415
2551,2.7974,2.9644
2552,1.664,0.917
2553,3.9335,1.4399
2554,1.2348,4.0248
2555,2.9272,0.9994
2556,1.6262,0.9444
2557,4.6348,0.8989
2558,1.6821,3.6531
2559,2.8024,1.2279
2560,1.447,2.8238
2561,2.4708,4.4364
2562,1.4641,2.3346
2563,1.7555,1.7759
2564,0.4345,0.2983
2565,3.6446,3.2537
2566,2.2394,1.5013
2567,2.0485,3.7358
2568,1.0366,2.1759
2569,3.6429,1.792
2570,1.1995,1.8004
2571,2.7392,0.9291
2572,0.4886,2.3514
2573,4.6549,2.648
2574,2.4524,1.511
2575,1.3205,1.9074
2576,1.8983,1.4735
2577,5.2532,0.3017
2578,1.2536,2.9064
2579,1.5573,2.367
2580,0.4067,1.2297
2581,2.1177,1.4814
2582,0.9392,3.7592
2583,1.5896,2.0742
2584,0.9329,3.0238
2585,5.3609,0.9073
2586,1.8199,2.37
2587,2.8007,2.4573
2588,2.3005,1.6295
2589,4.2809,2.9888
2590,2.6844,2.0172
2591,2.7439,2.9985
2592,0.8166,3.9039
2593,4.798,0.9473
2594,2.4029,3.7806
2595,2.6414,2.2375
2596,2.2953,0.9469
2597,4.7289,1.1754
2598,1.978,3.7604
2599,2.1019,2.4615
2600,1.4868,2.029
2601,3.1277,3.705
2602,1.4021,2.4247
2603,3.1992,3.1238
2604,0.7899,2.3889
2605,2.2233,4.3434
2606,1.5121,2.6246
2607,1.3088,2.5851
2608,1.4283,0.9637
2609,3.0411,2.3192
2610,2.3619,1.855
2611,2.4037,1.5891
2612,1.7476,0.9636
2613,4.8834,1.4759
2614,2.8644,4.345
2615,0.9983,2.4377
2616,0.4748,3.4431
2617,3.0395,2.7003
2618,2.0597,1.6437
2619,2.167,1.7128
2620,1.6089,1.9543
2621,3.511,3.7023
2622,1.4501,2.2006
2623,2.2094,3.6055
2624,1.7301,1.4746
2625,4.2113,2.4468
2626,1.686,2.3862
2627,2.2285,1.6312
2628,2.548,2.5982
2629,1.9862,3.2114
2630,1.5223,3.1315
2631,1.6138,2.0858
2632,2.2516,0.9676
2633,2.2144,3.0079
2634,1.5272,1.4632
2635,2.0955,2.3624
2636,2.4908,1.9558
2637,2.9743,3.7588
2638,1.6744,2.2319
2639,3.5548,1.8669
2640,1.0634,1.3886
2641,3.5752,2.4956
2642,1.3518,2.7545
2643,3.2074,1.2494
2644,1.85,1.5074
2645,2.9287,2.3244
2646,0.9722,1.9314
2647,1.769,2.3889
2648,1.0662,0.97
2649,2.9984,3.5035
2650,2.0477,3.0136
2651,2.6138,2.2247
2652,0.8145,3.8651
2653,2.9683,2.9306
2654,1.4196,3.0744
2655,2.7979,2.3382
2656,1.7526,1.5881
2657,2.6734,2.2872
2658,1.2058,3.0799
2659,3.9372,1.856
2660,1.0646,1.6595
2661,2.5954,4.1001
2662,1.0341,2.978
2663,1.8517,1.0111
2664,0.8032,1.6285
2665,1.9289,2.8328
2666,1.5433,3.4413
2667,1.0358,3.0323
2668,0.3176,3.7274
2669,3.2156,2.958
2670,2.1315,1.8821
2671,2.0841,3.5981
2672,0.3321,0.9946
2673,3.3954,0.9748
2674,2.2102,2.671
2675,1.34,4.3428
2676,1.7528,0.9854
2677,4.6426,2.5049
2678,2.3904,3.046
2679,2.1444,1.5239
2680,2.0685,0.9865
2681,2.2171,2.9809
2682,0.9923,2.6242
2683,0.9969,3.6102
2684,1.1371,2.5153
2685,3.4998,1.5558
2686,2.0314,3.5471
2687,3.7546,0.314
2688,0.9281,0.3103
2689,3.5787,3.0115
2690,1.7462,3.054
2691,2.1844,2.5314
2692,2.2462,1.0894
2693,4.6271,3.6342
2694,1.5415,0.3621
2695,2.231,1.6549
2696,1.0349,2.3716
2697,3.6518,2.3273
2698,1.1235,2.6183
2699,1.0341,2.367
2700,0.4935,3.221
2701,4.6115,1.6045
2702,1.6102,2.385
2703,1.5637,2.8457
2704,1.6346,0.9953
2705,4.4452,0.9733
2706,2.0874,3.6017
2707,2.0837,2.4962
2708,2.1117,1.1162
2709,4.8872,2.1866
2710,3.1337,1.094
2711,3.0906,1.0214
2712,1.8938,0.9848
2713,2.8677,2.9399
2714,1.317,3.551
2715,3.4451,3.9562
2716,0.9402,3.0925
2717,3.3623,3.3981
2718,1.5845,2.722
2719,1.0375,1.6191
2720,0.4901,3.0528
2721,3.5634,2.966
2722,1.8492,3.0987
2723,2.2613,1.7857
2724,0.6767,3.0353
2725,2.3751,2.1806
2726,1.953,2.0017
2727,2.9214,1.827
2728,0.9581,2.2009
2729,2.8158,2.4479
2730,1.7501,1.8438
2731,3.0466,3.6387
2732,1.1631,0.441
2733,2.4053,2.8612
2734,0.9939,1.745
2735,2.0215,2.6945
2736,1.8555,2.5
2737,2.5617,3.083
2738,1.863,1.7659
2739,3.3343,3.8896
2740,1.0093,3.6285
2741,4.3323,4.0493
2742,1.4124,1.6207
2743,1.6113,2.2766
2744,0.9831,3.269
2745,2.8916,4.0405
2746,1.8938,2.6481
2747,1.6251,1.0588
2748,0.8714,2.3579
2749,3.4162,2.373
2750,1.1473,1.6268
2751,1.0614,3.9307
2752,0.3129,2.0455
2753,3.2553,2.9809
2754,1.7005,2.7126
2755,2.1942,1.6119
2756,2.0026,1.2949
2757,3.376,3.0112
2758,1.5684,2.8031
2759,1.8061,1.7333
2760,1.6601,2.1789
2761,4.03,2.9625
2762,1.3837,3.4872
2763,2.3391,1.8719
2764,0.4974,0.31
2765,4.8446,3.58
2766,1.4081,0.3306
2767,1.3974,4.0675
2768,2.5414,1.382
2769,2.7405,3.7578
2770,1.6587,2.7405
2771,3.0006,2.5705
2772,1.9748,1.0313
2773,3.1976,3.0559
2774,2.4571,2.0657
2775,2.8312,3.8162
2776,1.8461,1.5311
2777,4.2181,0.3302
2778,2.0799,1.6341
2779,2.3022,2.0683
2780,1.8634,1.9633
2781,4.0281,3.2995
2782,1.8341,1.8453
2783,3.5623,3.0183
2784,0.9195,2.8907
2785,4.4274,2.3304
2786,1.2282,3.0862
2787,2.3349,2.5879
2788,2.0424,1.0927
2789,3.3494,2.3378
2790,1.4154,3.5808
2791,2.1291,3.6701
2792,1.5834,2.6132
2793,3.5424,1.7942
2794,1.6306,1.6427
2795,3.7056,1.1063
2796,2.3853,1.1443
2797,3.5413,2.4028
2798,2.5685,3.4349
2799,1.8522,2.3277
2800,2.2096,1.1473
2801,3.3145,1.4942
2802,2.2811,2.0177
2803,2.4424,2.8026
2804,1.65,1.9295
2805,4.0319,4.7955
2806,2.4512,1.7267
2807,1.9839,2.2537
2808,0.3229,2.1751
2809,2.3372,2.849
2810,1.6523,2.3072
2811,1.8287,2.1784
2812,1.4846,2.5552
2813,3.5544,1.781
2814,2.0181,1.05
2815,3.712,0.4785
2816,0.9348,1.6047
2817,3.7666,2.9638
2818,2.3501,1.0648
2819,2.5574,2.3823
2820,1.8541,1.2905
2821,2.8606,2.5768
2822,1.0851,3.1093
2823,2.3591,2.0522
2824,0.3658,2.3617
2825,1.8918,3.231
2826,1.7825,2.2432
2827,2.3383,2.8803
2828,1.8611,3.3575
2829,2.8942,2.2411
2830,1.2755,2.3375
2831,2.936,1.2841
2832,1.104,1.1451
2833,3.3231,3.755
2834,1.3856,2.5279
2835,2.6256,1.7089
2836,1.6347,1.7884
2837,4.157,3.5526
2838,1.4057,1.8194
2839,2.7694,1.7832
2840,0.9222,2.0404
2841,3.9384,2.5249
2842,1.6801,1.7883
2843,2.4143,2.0537
2844,2.1149,2.627
2845,2.2884,0.4193
2846,1.0472,2.8282
2847,2.189,2.9154
2848,1.2551,0.3655
2849,2.9094,2.6078
2850,3.0696,1.7585
2851,1.8634,3.3038
2852,0.9317,1.0017
2853,3.2746,3.6752
2854,2.3344,1.0631
2855,3.9024,2.3446
2856,0.9616,3.1144
2857,3.9006,0.9959
2858,1.6024,3.3015
2859,1.6517,2.299
2860,0.3288,2.6109
2861,3.4558,2.3059
2862,3.0943,1.8921
2863,2.6347,3.1422
2864,0.5193,3.0971
2865,3.6787,3.092
2866,1.7734,3.1232
2867,2.8228,2.3367
2868,1.8964,1.915
2869,3.5622,3.3926
2870,2.3792,1.7546
2871,3.1657,1.7995
2872,1.0622,3.3351
2873,4.5553,1.8228
2874,1.6255,1.8624
2875,2.4967,3.5731
2876,0.3666,0.9467
2877,2.6483,3.7794
2878,1.5982,1.9381
2879,2.6572,2.6146
2880,0.9701,3.8681
2881,2.6494,3.1276
2882,2.421,3.0738
2883,1.9952,4.1304
2884,1.2137,2.338
2885,2.6678,1.1631
2886,2.0306,2.1594
2887,2.4486,1.4592
2888,1.1181,2.9175
2889,2.1948,1.5896
2890,1.8037,2.9078
2891,2.7768,3.5552
2892,2.5298,2.3158
2893,2.7656,3.4964
2894,2.4355,2.9886
2895,2.8553,2.7476
2896,1.3186,3.1317
2897,3.0223,3.3256
2898,2.0168,1.8627
2899,2.0919,3.6062
2900,2.5315,3.0389
2901,2.2563,3.2051
2902,2.0562,1.7336
2903,1.8177,3.3368
2904,1.1874,3.7453
2905,3.3909,2.9978
2906,1.8587,3.0787
2907,2.8973,2.5871
2908,0.3404,1.8696
2909,3.9721,2.0903
2910,2.6539,1.0581
2911,2.75,0.3227
2912,0.9471,1.5376
2913,2.8993,3.1657
2914,1.7326,2.2268
2915,3.5843,2.4238
2916,1.3576,1.8264
2917,3.8022,3.6966
2918,2.937,1.672
2919,3.1544,1.1627
2920,2.1023,1.0662
2921,3.585,2.3357
2922,2.6248,3.173
2923,2.7635,2.9215
2924,0.9802,2.1516
2925,2.2205,3.2982
2926,2.7807,1.0628
2927,3.59,0.5484
2928,0.5661,3.0946
2929,3.4869,1.9372
2930,2.4558,1.8932
2931,1.87,1.8555
2932,1.0088,3.1238
2933,3.3553,2.0681
2934,1.7911,2.0369
2935,3.6095,3.1241
2936,1.0103,3.0975
2937,3.3361,3.5464
2938,2.5263,2.2995
2939,2.4956,1.454
2940,0.3445,3.51
2941,3.5594,3.8881
2942,1.4392,1.8946
2943,3.0201,1.8419
2944,1.7721,0.9999
2945,3.61,2.6847
2946,2.3762,1.3589
2947,2.4962,1.9345
2948,0.3611,0.3622
2949,4.4262,3.5088
2950,1.0526,2.9199
2951,2.5092,2.1062
2952,2.5105,1.0976
2953,2.0306,1.0025
2954,2.0258,2.8031
2955,2.4579,1.3564
2956,0.3588,3.9532
2957,4.0337,2.7765
2958,2.9365,2.5062
2959,2.4949,2.7033
2960,0.5567,3.3111
2961,3.0467,3.1318
2962,2.7105,2.0199
2963,2.8564,3.7299
2964,1.5743,1.872
2965,3.0701,3.0867
2966,1.9146,1.1523
2967,3.2029,0.353
2968,0.374,2.6887
2969,3.4051,1.9084
2970,2.125,1.196
2971,2.4146,3.5297
2972,1.9912,1.2801
2973,2.452,3.3094
2974,1.8342,1.1991
2975,1.253,2.7452
2976,0.5922,3.3791
2977,3.5746,1.8437
2978,1.4152,2.3832
2979,2.5203,3.4428
2980,1.3736,1.0585
2981,3.3563,2.0161
2982,2.5188,1.9454
2983,2.9599,1.5882
2984,2.1342,0.355
2985,3.6213,2.0702
2986,2.2353,2.9324
2987,2.1593,1.8702
2988,1.1701,2.3745
2989,1.9413,4.0247
2990,1.7508,1.801
2991,1.5666,2.5226
2992,2.0736,1.0892
2993,2.1298,3.7567
2994,1.7188,2.1069
2995,4.1646,1.2903
2996,2.4167,3.3073
2997,3.4313,1.9727
2998,1.6339,1.9373
2999,2.813,3.371
3000,1.0997,2.1731
3001,2.876,2.397
3002,1.0598,1.2612
3003,1.2757,3.5828
3004,0.5796,3.334
3005,3.5218,3.109
3006,1.8277,2.8251
3007,2.7801,1.6495
3008,0.402,1.5552
3009,2.9423,1.2473
3010,1.5012,2.8459
3011,2.7614,1.8719
3012,0.4229,3.7439
3013,4.091,3.5099
3014,1.6813,1.9804
3015,3.3631,1.4843
3016,2.8661,1.0577
3017,4.312,3.3654
3018,1.4814,3.3834
3019,2.7854,1.0802
3020,1.4874,2.0587
3021,2.3086,3.0904
3022,2.0672,1.8802
3023,3.5728,3.4339
3024,1.7669,1.5358
3025,2.7083,1.6835
3026,1.4776,2.3682
3027,2.8494,3.653
3028,0.3608,3.5391
3029,2.6908,3.4984
3030,2.328,2.1821
3031,1.9405,2.4423
3032,2.2525,2.6256
3033,3.4569,2.0492
3034,2.5391,0.5922
3035,1.9202,3.0954
3036,1.3897,2.2252
3037,2.9783,2.6094
3038,2.7987,1.7771
3039,2.9179,2.2593
3040,2.4252,1.9192
3041,3.0046,3.0104
3042,2.2858,2.2824
3043,2.8021,3.1049
3044,1.9861,0.364
3045,2.6782,2.9537
3046,1.6545,2.4956
3047,2.0055,1.8932
3048,0.9421,1.904
3049,2.6226,3.111
3050,2.9792,1.2354
3051,2.8087,1.6306
3052,0.6147,3.2241
3053,1.9892,2.5957
3054,1.541,2.0968
3055,2.8174,2.1631
3056,2.2563,2.5597
3057,2.2514,1.931
3058,3.0598,1.0982
3059,3.7902,2.4436
3060,0.9574,2.1375
3061,2.5063,1.2027
3062,1.7865,3.0526
3063,2.728,1.0968
3064,1.4794,1.1295
3065,2.0295,1.1904
3066,2.1041,3.247
3067,1.9119,2.9961
3068,1.4256,2.2354
3069,3.134,2.7958
3070,2.7633,2.2264
3071,1.6001,2.9087
3072,0.3832,2.5536
3073,2.107,2.1933
3074,2.9414,3.1385
3075,2.9647,2.8041
3076,1.7379,1.9405
3077,4.2402,1.9038
3078,1.8375,2.9684
3079,1.2466,3.0929
3080,0.3726,3.513
3081,2.8569,3.1114
3082,2.9538,3.1728
3083,3.0173,1.8488
3084,0.4126,1.5151
3085,3.1716,3.144
3086,1.0949,2.2332
3087,2.6498,1.1273
3088,1.3894,1.1722
3089,3.0502,3.3591
3090,2.9533,1.6004
3091,2.9615,3.6664
3092,1.3835,2.1529
3093,2.2364,1.0321
3094,2.0665,2.7888
3095,3.0234,3.1022
3096,1.1651,2.0006
3097,2.2545,3.2963
3098,2.7576,2.8221
3099,2.1709,1.0637
3100,1.3252,2.2013
3101,3.4866,2.4596
3102,2.7412,1.2298
3103,3.792,1.2392
3104,2.9338,1.5148
3105,3.8218,3.3444
3106,2.4484,3.4526
3107,1.9774,2.5927
3108,0.4239,3.2327
3109,3.729,2.2087
3110,2.7298,0.3787
3111,3.4047,3.0927
3112,1.5198,1.4511
3113,3.1579,3.3936
3114,1.6848,0.9821
3115,1.6568,1.4168
3116,1.3653,1.2801
3117,3.7859,3.4274
3118,1.4541,0.3791
3119,2.3,1.7186
3120,2.126,3.4617
3121,2.7469,2.0303
3122,3.1823,1.2549
3123,1.911,3.0336
3124,1.528,1.5477
3125,2.5308,3.1691
3126,2.5346,1.0113
3127,1.9655,1.6261
3128,1.3431,2.1476
3129,2.9063,3.0963
3130,2.0921,0.3932
3131,1.5481,2.0521
3132,2.4583,2.4372
3133,3.0682,3.7166
3134,2.223,2.1294
3135,2.4882,2.8858
3136,1.5262,1.3472
3137,2.9063,3.0877
3138,2.7351,2.1979
3139,2.6813,2.7159
3140,1.1609,3.328
3141,3.5166,2.0285
3142,1.601,2.309
3143,1.8797,2.5601
3144,1.3161,3.0793
3145,4.2247,1.0645
3146,2.0655,3.3179
3147,2.8529,3.5023
3148,0.7044,2.3831
3149,4.4563,2.2094
3150,2.7414,2.0444
3151,1.9749,3.1011
3152,0.405,1.068
3153,3.3523,1.1332
3154,2.0772,3.3409
3155,2.7195,2.0364
3156,0.3792,1.2496
3157,2.9298,3.845
3158,3.0387,3.2403
3159,2.0761,1.943
3160,2.1001,0.5562
3161,3.3428,1.7703
3162,2.809,2.4959
3163,2.4833,2.9645
3164,1.6208,2.3031
3165,2.7062,2.8874
3166,2.8506,0.3923
3167,2.9577,2.9193
3168,0.3852,3.15
3169,3.1592,1.3955
3170,2.6395,3.2641
3171,2.9322,2.2899
3172,1.1229,2.959
3173,2.2648,3.655
3174,2.4462,2.9394
3175,2.9431,3.6778
3176,1.1366,1.1738
3177,2.1557,3.408
3178,1.674,2.1985
3179,2.7331,1.4417
3180,0.6188,0.5531
3181,2.0711,1.8348
3182,2.9378,2.1897
3183,2.7402,3.9633
3184,2.2652,2.7489
3185,2.6633,3.0008
3186,3.099,1.1134
3187,4.1383,1.0697
3188,1.2447,1.9457
3189,1.7464,3.3096
3190,2.6375,3.3388
3191,3.0708,1.8672
3192,1.4789,2.1239
3193,2.1136,3.3415
3194,2.5792,1.8544
3195,3.0383,1.5115
3196,1.1403,3.0006
3197,2.8739,1.4639
3198,2.8815,2.8942
3199,3.8585,2.3323
3200,0.4496,2.2942
3201,2.9916,2.9081
3202,1.0692,2.9598
3203,3.1863,3.1473
3204,1.1374,2.7998
3205,3.1358,3.5528
3206,1.8242,1.9557
3207,3.6949,2.2352
3208,0.395,2.1726
3209,3.21,1.5716
3210,1.2746,1.4455
3211,2.2251,2.2887
3212,0.4901,3.2176
3213,2.4023,3.3553
3214,1.484,1.9981
3215,3.6702,3.3567
3216,0.3973,2.298
3217,2.78,3.4243
3218,2.1742,2.2565
3219,3.0379,2.9354
3220,0.4307,2.4172
3221,2.4668,3.3846
3222,1.6851,2.1097
3223,2.1765,3.4756
3224,1.5213,2.0988
3225,3.1228,2.9703
3226,1.6552,1.9846
3227,3.0016,3.4519
3228,1.2821,3.861
3229,2.9185,1.8367
3230,1.8074,1.7152
3231,3.1084,1.8268
3232,2.3149,1.3717
3233,2.1476,1.0426
3234,2.0921,2.8746
3235,3.6933,2.1741
3236,0.366,3.2147
3237,3.1417,3.2327
3238,1.8095,1.9236
3239,3.0258,2.0847
3240,0.4711,3.4724
3241,3.5972,2.1393
3242,2.8574,2.948
3243,2.931,2.1221
3244,1.1758,3.4797
3245,2.3408,1.494
3246,1.8912,2.9205
3247,2.7499,1.4905
3248,1.1823,2.9907
3249,3.2911,2.1081
3250,2.8831,3.1794
3251,2.7281,2.885
3252,1.6981,1.4815
3253,3.1891,2.7852
3254,2.9849,2.075
3255,2.8127,2.6108
3256,1.3051,2.337
3257,2.0987,2.0908
3258,3.2727,3.2517
3259,4.2145,3.0944
3260,1.0355,3.5394
3261,2.472,3.6854
3262,1.9147,2.3021
3263,2.311,3.3672
3264,1.5418,3.0268
3265,3.1055,3.4332
3266,3.0757,1.6733
3267,3.0403,2.1049
3268,0.4849,3.3807
3269,3.1266,1.8771
3270,2.0115,0.41
3271,2.3335,1.1437
3272,1.4161,2.3686
3273,3.1629,2.1429
3274,2.7266,2.226
3275,2.1598,2.9787
3276,1.5587,3.303
3277,2.8029,2.8582
3278,1.9014,2.2917
3279,1.9642,1.8879
3280,2.5051,1.8943
3281,2.7098,4.018
3282,2.89,1.497
3283,1.9113,2.0538
3284,2.4217,1.0033
3285,3.0743,2.6104
3286,2.983,2.5731
3287,1.8317,3.6422
3288,1.1991,2.7022
3289,3.9886,1.3914
3290,1.8519,2.4121
3291,2.6825,2.2034
3292,0.5041,3.6295
3293,3.4008,1.0204
3294,2.0742,2.0692
3295,3.1195,2.3027
3296,1.3504,3.0751
3297,3.0094,1.5019
3298,2.7402,2.7369
3299,3.7847,3.1742
3300,1.4079,2.2484
3301,3.1965,2.4124
3302,3.018,2.2526
3303,2.0284,2.1376
3304,2.2127,2.1642
3305,3.0525,2.0346
3306,1.6997,2.5593
3307,2.8485,1.6407
3308,1.6321,1.5212
3309,2.854,2.2177
3310,2.7868,2.8148
3311,4.5733,0.4029
3312,1.431,1.2688
3313,3.2,1.9362
3314,2.5134,2.2072
3315,2.8811,2.97
3316,1.4923,2.3127
3317,2.7544,4.0791
3318,1.7856,1.9356
3319,3.3519,2.2112
3320,0.4807,3.4622
3321,3.4528,1.0017
3322,2.6199,2.9481
3323,2.7756,2.2483
3324,1.2277,2.1582
3325,3.1315,2.7694
3326,2.7362,1.2894
3327,4.0581,3.6066
3328,0.4131,3.3879
3329,2.299,2.2791
3330,2.1987,0.4218
3331,1.7326,0.6598
3332,0.4216,1.279
3333,4.0113,2.349
3334,3.212,2.5872
3335,2.7733,2.0539
3336,2.0734,2.1052
3337,2.3181,1.8455
3338,1.1109,3.4791
3339,4.0134,2.5577
3340,1.0013,2.193
3341,1.967,3.6336
3342,1.4773,2.6407
3343,3.4305,1.4951
