,routing_processing_time_s,local_processing_time_s
4435,2.6621,2.3183
4436,1.9033,3.9887
4437,1.8288,3.4778
4438,2.0846,1.7428
4439,3.1445,3.3688
4440,2.0815,1.1865
4441,3.0616,1.7573
4442,2.3538,3.0042
4443,5.2221,2.4132
4444,0.5768,2.8625
4445,1.1384,3.0623
4446,3.0648,3.254
4447,2.9723,3.3772
4448,1.537,2.9086
4449,1.8786,2.0199
4450,3.7445,1.1867
4451,4.5848,0.5818
4452,1.8577,1.179
4453,3.0573,3.7087
4454,2.7554,2.1846
4455,4.2844,1.4363
4456,2.5966,3.3432
4457,4.7068,0.5763
4458,3.0919,3.1983
4459,3.4707,4.0413
4460,1.5353,1.6852
4461,2.4291,2.8941
4462,2.3505,2.4058
4463,4.6651,3.0957
4464,1.5443,1.9784
4465,2.6617,2.5334
4466,2.4946,0.7146
4467,3.1859,3.047
4468,1.1891,3.3167
4469,2.7164,2.2618
4470,2.1259,2.5997
4471,1.9217,3.9093
4472,2.3957,3.3901
4473,1.9508,2.5085
4474,3.7681,1.3809
4475,3.1403,3.5545
4476,0.9649,3.6263
4477,2.1072,2.6812
4478,1.9984,3.8285
4479,3.6445,2.75
4480,1.9904,0.6034
4481,3.1406,4.2195
4482,1.9686,2.5686
4483,2.6592,2.737
4484,0.8549,2.6249
4485,2.5707,1.6561
4486,2.9649,3.1896
4487,2.3412,3.1766
4488,0.8297,2.478
4489,4.076,2.1567
4490,2.81,1.2766
4491,3.594,2.9392
4492,0.595,3.6051
4493,3.0682,2.0918
4494,3.5129,2.8407
4495,2.355,1.9112
4496,0.5879,1.7358
4497,1.8168,3.0644
4498,2.1358,2.3805
4499,1.6806,4.3443
4500,1.004,1.395
4501,2.5993,3.0827
4502,3.7956,0.585
4503,4.86,2.1475
4504,1.3996,2.7057
4505,2.7905,2.9278
4506,2.8913,2.1332
4507,1.9405,2.2837
4508,0.9788,3.7148
4509,3.7382,1.1707
4510,3.1037,3.4032
4511,3.2947,3.7984
4512,0.9539,3.3698
4513,1.5778,3.1307
4514,2.1678,3.3687
4515,3.1914,3.049
4516,0.9782,3.145
4517,1.1562,3.0907
4518,1.4407,3.3883
4519,4.653,1.9553
4520,1.3124,2.6659
4521,1.6135,2.6325
4522,2.7571,1.9149
4523,4.3397,2.156
4524,2.6668,1.1203
4525,2.841,3.3258
4526,1.4094,3.2878
4527,4.9954,0.604
4528,2.5459,1.2815
4529,1.5674,1.7602
4530,2.166,2.2182
4531,3.4477,2.8282
4532,1.2954,3.0553
4533,1.9933,1.6762
4534,2.8437,3.2348
4535,2.5127,3.7907
4536,0.6555,3.6017
4537,4.1266,2.0954
4538,3.6062,3.2317
4539,2.1979,4.2968
4540,1.5971,3.6377
4541,2.6641,0.599
4542,3.1786,1.2013
4543,3.2004,3.9227
4544,0.7212,3.3377
4545,1.1483,2.2015
4546,3.4038,3.2474
4547,4.2389,1.1797
4548,2.4547,1.1591
4549,3.572,1.3825
4550,3.5125,3.361
4551,2.156,4.0626
4552,1.5909,1.7373
